Namecoin Mining Distribution
Block: 419298
29 Sep 2018 

Hashrate (in Difficulty units per second; 1 Difficulty unit == 4 GiHash):

                       % of chain        Namecoin   % of chain         Bitcoin   % of par   % hit par tgt

         Total Chain      100.00%   9,978,237,975      100.00%               0           

             BTC.com       28.14%   2,808,246,615        0.00%               0                     63.83%
           SlushPool       17.96%   1,792,497,839        0.00%               0                     73.33%
              ViaBTC       13.77%   1,374,248,343        0.00%               0                     82.61%
             BTC.TOP       11.38%   1,135,248,631        0.00%               0                     89.47%
              F2Pool        8.38%     836,498,991        0.00%               0                     64.29%
             AntPool        7.19%     716,999,135        0.00%               0                     83.33%
              Poolin        6.59%     657,249,207        0.00%               0                     81.82%
             Unknown        3.59%     358,499,567        0.00%               0                     83.33%
               Bixin        1.20%     119,499,855        0.00%               0                     50.00%
          Huobi.pool        1.20%     119,499,855        0.00%               0                     50.00%
             WAYI.CN        0.60%      59,749,927        0.00%               0                    100.00%
